Item_id,Main_Category,Sub_Categories,Item_Code,Product_Title,Product_Description,UPC,Brand,Department,Type,Tag,List Price,Price,Inventory,Min Order Qty,Available,Large Image,Additional Images,Item Properties
201654,Packaging,Packaging,N50-200-1000-STRIP,PACKING STRIP M.S. - STEEL STRAP 19 MM,PACKING STRIP M.S. - STEEL STRAP 19 MM,2.02E+11,,,,,90,90,100,0,YES,/20190501314/assets/items/largeimages/PACKING_STRIP_M.S._-_STEEL_STRAP_19_MM.jpg,,"Lead_Time - 7, Sys_Discount_Group - Not Discounted, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - KGM, UNSPSC - 31151901"
201655,Latch,Latch,N35EG-012-0511,LATCH WITH SPRING 250KG,LATCH WITH SPRING 250KG,2.02E+11,,,,,42,42,100,0,YES,/20190501314/assets/items/largeimages/lt.jpg,,"Lead_Time - 7, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 31162407"
201656,Latch,Latch,N35EG-012-0512,LATCH WITH SPRING 500KG,LATCH WITH SPRING 500KG,2.02E+11,,,,,34,34,100,0,YES,/20190501314/assets/items/largeimages/lt.jpg,,"Lead_Time - 7, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 31162407"
201657,Latch,Latch,N35EG-012-0513,LATCH WITH SPRING 1000KG,LATCH WITH SPRING 1000KG,2.02E+11,,,,,38,38,100,0,YES,/20190501314/assets/items/largeimages/lt.jpg,,"Lead_Time - 7, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Unit_of_Measure - EA, UNSPSC - 31162407"
201659,Self Drilling Screw,Self Drilling Screw,N31EG-012-0890,SELF DRILLING SCREW 1 INCH,"<div><p>Accurate dimension,Sturdiness,Durable finish,Carbon Steel,Case Hardened,with assembeled galv, steel sealing washer</p></div>",2.02E+11,HP,,,,4,4,200,200,YES,/20190501314/assets/items/largeimages/SELF_DRILLING_SCREW_1_Inch1.jpg,,"Coating - XYLAN Coated, Head_Type - Hex Head, Lead_Time - 6, Material - Carbon Steel, Plating -  ZINC Plated , Size - 1 Inch, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Thickness - 5-25 mm, Unit_of_Measure - EA, UNSPSC - 23242106, Sys_Discount_Group - Not Discounted"
201660,Self Drilling Screw,Self Drilling Screw,N31EG-012-0961,SELF DRILLING SCREW 1 1/2 INCH,"<div><p>Accurate dimension,Sturdiness,Durable finish,Carbon Steel,Case Hardened,with assembeled galv, steel sealing washer</p></div>",2.02E+11,HP,,,,5,5,100,200,YES,/20190501314/assets/items/largeimages/SELF_DRILLING_SCREW_1_12_inch1.jpg,,"Coating - XYLAN Coated, Head_Type - Hex Head, Lead_Time - 6, Material - Carbon Steel, Plating -  ZINC Plated , Size - 1.5 Inch, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Thickness - 5-25 mm, Unit_of_Measure - EA, UNSPSC - 23242106, Sys_Discount_Group - Not Discounted"
201661,Self Drilling Screw,Self Drilling Screw,N31EG-012-0960,SELF DRILLING SCREW 2 INCH,"<div><p>Accurate dimension,Sturdiness,Durable finish,Carbon Steel,Case Hardened,with assembeled galv, steel sealing washer</p></div>",2.02E+11,HP,,,,6,6,100,200,YES,/20190501314/assets/items/largeimages/SELF_DRILLING_SCREW_2_Inch1.jpg,,"Coating - XYLAN Coated, Head_Type - Hex Head, Lead_Time - 6, Material - Carbon Steel, Plating -  ZINC Plated , Size - 2 Inch, Sys_Num_Images - 2, Sys_Product_Type - 18% GST, Thickness - 5-25 mm, Unit_of_Measure - EA, UNSPSC - 23242106, Sys_Discount_Group - Not Discounted"
201662,Allen Screw,Allen Screw,N31EG-012-0722,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-4X10","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,2.99,2.99,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-4X10.jpg,,"Diameter - M4, ISO - 4762, Lead_Time - 6, Length - 10mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 3 mm"
201663,Allen Screw,Allen Screw,N51EG-012-0191,"ALLEN SCREW,UNBRAKO , SIZE-4X16","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,2.852,2.852,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWUNBRAKO_SIZE-4X16.jpg,,"Diameter - M4, ISO - 4762, Lead_Time - 6, Length - 16mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 3 mm"
201664,Allen Screw,Allen Screw,N51EG-012-0192,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-4X20","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,2.76,2.76,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-4X20.jpg,,"Diameter - M4, ISO - 4762, Lead_Time - 6, Length - 20mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 3 mm"
201665,Allen Screw,Allen Screw,N51EG-012-0193,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-5X10","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,1.84,1.84,1100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-5X10.jpg,,"Diameter - M5, ISO - 4762, Lead_Time - 6, Length - 10mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 4mm"
201666,Allen Screw,Allen Screw,N51EG-012-0194,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-5X16","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,2.07,2.07,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-5X16.jpg,,"Diameter - M5, ISO - 4762, Lead_Time - 6, Length - 16mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 4mm"
201667,Allen Screw,Allen Screw,N51EG-012-0195,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-5X20","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,2.3,2.3,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-5X20.jpg,,"Diameter - M5, ISO - 4762, Lead_Time - 6, Length - 20mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 4mm"
201668,Allen Screw,Allen Screw,N51EG-012-0275,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-5X25","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,2.53,2.53,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-5X25.jpg,,"Diameter - M5, ISO - 4762, Lead_Time - 6, Length - 25mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 4mm"
201669,Allen Screw,Allen Screw,N51EG-012-0249,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-5X50","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,3.91,3.91,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-5X50.jpg,,"Diameter - M5, ISO - 4762, Lead_Time - 6, Length - 50mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 4mm"
201670,Allen Screw,Allen Screw,N31EG-012-0729,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-5X90","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,14.26,14.26,100,25,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-5X90.jpg,,"Diameter - M5, ISO - 4762, Lead_Time - 6, Length - 90mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 4mm"
201671,Allen Screw,Allen Screw,N31EG-012-0730,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-6X10","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,3.45,3.45,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-6X10.jpg,,"Diameter - M6, ISO - 4762, Lead_Time - 6, Length - 10mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 5mm"
201672,Allen Screw,Allen Screw,N51EG-012-0239,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-6X180","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,35,35,100,25,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-6X180.jpg,,"Diameter - M6, ISO - 4762, Lead_Time - 6, Length - 180mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 5mm"
201673,Allen Screw,Allen Screw,N31EG-012-0732,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-6X16","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,2.99,2.99,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-6X16.jpg,,"Diameter - M6, ISO - 4762, Lead_Time - 6, Length - 16mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 5mm"
201674,Allen Screw,Allen Screw,N51EG-012-0203,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-6X20","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,3.22,3.22,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-6X20.jpg,,"Diameter - M6, ISO - 4762, Lead_Time - 6, Length - 20mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 5mm"
201675,Allen Screw,Allen Screw,N51EG-012-0204,"ALLEN SCREW,MAKE-UNBRAKO , SIZE-6X25","Impeccable finish,Rigid design,Corrosion resistance,Steel body,Stainless finish,Rust free",2.02E+11,UNBRAKO,,,,3.68,3.68,100,100,YES,/20190501314/assets/items/largeimages/ALLEN_SCREWMAKE-UNBRAKO_SIZE-6X25.jpg,,"Diameter - M6, ISO - 4762, Lead_Time - 6, Length - 25mm, Material - AISI 316, Measurement__System - Metric, Mechanical_Properties - Property Class A4-70, Product_Type - Cold Forged, Sys_Num_Images - 1, Sys_Product_Type - 18% GST, Thread_Type - Full Threaded, Unit_of_Measure - EA, UNSPSC - 23242106, Wrench_Size - 5mm"
